node_key,name,parent_node_key
vg_rpg_dungeon,Dungeon Crawler,vg_rpg
vg_rpg_jrpg,Japanese RPG,vg_rpg
vg_rpg_monster,Monster Taming,vg_rpg
vg_rpg_rogue,Roguelike,vg_rpg
vg_rpg_roguelite,Roguelite,vg_rpg
vg_rpg_tact,Tactical RPG,vg_rpg
vg_rpg_wrpg,Western RPG,vg_rpg
vg_shoot,Shooter,
vg_shoot_bullet,Bullet Hell,vg_shoot
vg_shoot_fps,First-Person Shooter,vg_shoot
vg_shoot_hero,Hero Shooter,vg_shoot
vg_shoot_loot,Looter Shooter,vg_shoot
vg_shoot_rail,Rail Shooter,vg_shoot
vg_shoot_shmup,Shoot 'em Up,vg_shoot
vg_shoot_tact,Tactical Shooter,vg_shoot
vg_shoot_tps,Third-Person Shooter,vg_shoot
vg_shoot_twin,Twin-Stick Shooter,vg_shoot
vg_sim,Simulation,
vg_sim_biz,Business Simulation,vg_sim
vg_sim_city,City Builder,vg_sim
vg_sim_cms,Construction & Management Simulation,vg_sim
vg_sim_farm,Farming Simulation,vg_sim
vg_sim_flight,Flight Simulation,vg_sim
vg_sim_life,Life Simulation,vg_sim
vg_sim_sandbox,Sandbox Simulation,vg_sim
vg_sim_vehicle,Vehicle Simulation,vg_sim
vg_sport,Sports,
vg_sport_base,Baseball,vg_sport
vg_sport_bask,Basketball,vg_sport
vg_sport_extreme,Extreme Sports,vg_sport
vg_sport_fish,Fishing & Hunting,vg_sport
vg_sport_fball,Football,vg_sport
vg_sport_golf,Golf,vg_sport
vg_sport_hock,Hockey,vg_sport
vg_sport_socc,Soccer,vg_sport
vg_sport_tenn,Tennis,vg_sport
vg_strat,Strategy,
vg_strat_4x,4X,vg_strat
vg_strat_artillery,Artillery,vg_strat
vg_strat_grand,Grand Strategy,vg_strat
vg_strat_moba,MOBA,vg_strat
vg_strat_rts,Real-Time Strategy,vg_strat
vg_strat_tactics,Tactics,vg_strat
vg_strat_tower,Tower Defense,vg_strat
vg_strat_tbs,Turn-Based Strategy,vg_strat
vg_strat_war,Wargame,vg_strat
vg_table,Tabletop Card & Board Games,
vg_table_abstract,Abstract Strategy Board Game,vg_table
vg_table_board,Board Game,vg_table
vg_table_card,Card Game,vg_table
vg_table_casino,Casino & Gambling,vg_table
vg_table_ccg,Collectible Card Game,vg_table
vg_table_pinball,Pinball,vg_table
vg_vn,Visual Novel,
vg_vn_dating,Dating Sim,vg_vn
vg_vn_book,Interactive Book,vg_vn
vg_vn_kinetic,Kinetic Novel,vg_vn
vg_vn_myst,Mystery Visual Novel,vg_vn
