node_key,name,parent_node_key
documentary_social_issue_documentary,Social Issue Documentary,documentary
documentary_sports_documentary,Sports Documentary,documentary
documentary_travel_documentary,Travel Documentary,documentary
drama,Drama,
drama_biographical_drama,Biographical Drama,drama
drama_comingofage,Coming-of-Age,drama
drama_courtroom_drama,Courtroom Drama,drama
drama_family_drama,Family Drama,drama
drama_historical_drama,Historical Drama,drama
drama_melodrama,Melodrama,drama
drama_period_drama,Period Drama,drama
drama_political_drama,Political Drama,drama
drama_romantic_drama,Romantic Drama,drama
drama_social_drama,Social Drama,drama
faith_spirituality,Faith & Spirituality,
faith_spirituality_biblical,Biblical,faith_spirituality
faith_spirituality_christian,Christian,faith_spirituality
faith_spirituality_faithbased_drama,Faith-Based Drama,faith_spirituality
faith_spirituality_inspirational,Inspirational,faith_spirituality
faith_spirituality_religious_documentary,Religious Documentary,faith_spirituality
faith_spirituality_spirituality,Spirituality,faith_spirituality
fantasy,Fantasy,
fantasy_dark_fantasy,Dark Fantasy,fantasy
fantasy_epic_fantasy,Epic Fantasy,fantasy
fantasy_fairy_tale,Fairy Tale,fantasy
fantasy_magic,Magic,fantasy
fantasy_mythic_fantasy,Mythic Fantasy,fantasy
fantasy_sword_sorcery,Sword & Sorcery,fantasy
film_noir,Film Noir,
film_noir_classic_noir,Classic Noir,film_noir
film_noir_neonoir,Neo-Noir,film_noir
fitness_wellness,Fitness & Wellness,
fitness_wellness_aerobics,Aerobics,fitness_wellness
fitness_wellness_dance_fitness,Dance Fitness,fitness_wellness
fitness_wellness_meditation,Meditation,fitness_wellness
fitness_wellness_pilates,Pilates,fitness_wellness
fitness_wellness_strength_training,Strength Training,fitness_wellness
fitness_wellness_stretching,Stretching,fitness_wellness
fitness_wellness_yoga,Yoga,fitness_wellness
horror,Horror,
horror_body_horror,Body Horror,horror
horror_creature_feature,Creature Feature,horror
horror_folk_horror,Folk Horror,horror
horror_ghost_story,Ghost Story,horror
horror_monster,Monster,horror
horror_psychological_horror,Psychological Horror,horror
horror_slasher,Slasher,horror
horror_supernatural_horror,Supernatural Horror,horror
horror_vampire,Vampire,horror
horror_zombie,Zombie,horror
instructional,Instructional,
instructional_academic,Academic,instructional
instructional_arts_crafts,Arts & Crafts,instructional
instructional_cooking,Cooking,instructional
instructional_diy_home_improvement,DIY & Home Improvement,instructional
instructional_language_learning,Language Learning,instructional
instructional_music_instruction,Music Instruction,instructional
instructional_selfhelp,Self-Help,instructional
instructional_technology,Technology,instructional
music_performing_arts,Music & Performing Arts,
music_performing_arts_ballet,Ballet,music_performing_arts
music_performing_arts_concert,Concert,music_performing_arts
music_performing_arts_dance,Dance,music_performing_arts
music_performing_arts_musical,Musical,music_performing_arts
music_performing_arts_opera,Opera,music_performing_arts
music_performing_arts_performance,Performance,music_performing_arts
music_performing_arts_theater,Theater,music_performing_arts
romance,Romance,
romance_contemporary_romance,Contemporary Romance,romance
romance_historical_romance,Historical Romance,romance
romance_romantic_comedy,Romantic Comedy,romance
romance_romantic_drama,Romantic Drama,romance
romance_romantic_fantasy,Romantic Fantasy,romance
science_fiction,Science Fiction,
science_fiction_alien_contact,Alien Contact,science_fiction
science_fiction_cyberpunk,Cyberpunk,science_fiction
science_fiction_dystopian,Dystopian,science_fiction
science_fiction_postapocalyptic,Post-Apocalyptic,science_fiction
science_fiction_space_opera,Space Opera,science_fiction
science_fiction_time_travel,Time Travel,science_fiction
sports_recreation,Sports & Recreation,
sports_recreation_baseball,Baseball,sports_recreation
sports_recreation_basketball,Basketball,sports_recreation
sports_recreation_boxing,Boxing,sports_recreation
sports_recreation_extreme_sports,Extreme Sports,sports_recreation
sports_recreation_football,Football,sports_recreation
sports_recreation_hockey,Hockey,sports_recreation
sports_recreation_motor_sports,Motor Sports,sports_recreation
sports_recreation_soccer,Soccer,sports_recreation
sports_recreation_sports_drama,Sports Drama,sports_recreation
sports_recreation_wrestling,Wrestling,sports_recreation
television,Television,
television_animated_series,Animated Series,television
television_comedy_series,Comedy Series,television
television_drama_series,Drama Series,television
television_game_show,Game Show,television
television_miniseries,Miniseries,television
television_news_public_affairs,News & Public Affairs,television
television_reality_television,Reality Television,television
television_talk_show,Talk Show,television
television_variety_show,Variety Show,television
thriller_suspense,Thriller & Suspense,
thriller_suspense_conspiracy_thriller,Conspiracy Thriller,thriller_suspense
thriller_suspense_espionage,Espionage,thriller_suspense
thriller_suspense_legal_thriller,Legal Thriller,thriller_suspense
thriller_suspense_political_thriller,Political Thriller,thriller_suspense
thriller_suspense_psychological_thriller,Psychological Thriller,thriller_suspense
thriller_suspense_suspense,Suspense,thriller_suspense
thriller_suspense_survival_thriller,Survival Thriller,thriller_suspense
travel_nature,Travel & Nature,
travel_nature_city_country_guides,City & Country Guides,travel_nature
travel_nature_national_parks,National Parks,travel_nature
travel_nature_outdoor_adventure,Outdoor Adventure,travel_nature
travel_nature_travelogue,Travelogue,travel_nature
travel_nature_wildlife,Wildlife,travel_nature
war_military,War & Military,
war_military_combat,Combat,war_military
war_military_military_documentary,Military Documentary,war_military
war_military_military_history,Military History,war_military
war_military_war_drama,War Drama,war_military
war_military_world_war_i,World War I,war_military
war_military_world_war_ii,World War II,war_military
western,Western,
western_classic_western,Classic Western,western
western_contemporary_western,Contemporary Western,western
western_revisionist_western,Revisionist Western,western
western_spaghetti_western,Spaghetti Western,western
western_western_comedy,Western Comedy,western
